"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.090919375E0,9.569188599E-2,5.935499107E-1,5.574530751E-1,8.198855801E-1
3.100876375E0,-2.181315676E-2,7.468674134E-1,6.644284701E-1,9.998759618E-1
3.110834375E0,-5.678226552E-2,7.497899980E-1,5.881585586E-1,9.546411665E-1
3.120791375E0,-5.827064686E-2,5.499597220E-1,5.235900950E-1,7.615758345E-1
3.130749375E0,-1.017379983E-1,4.692185909E-1,5.535757864E-1,7.327774953E-1
3.140706583E0,-1.876525358E-1,7.163835394E-1,3.636821955E-1,8.250355077E-1
3.150664583E0,-1.414573120E-1,9.008626816E-1,2.057196647E-1,9.348178018E-1
3.160621583E0,5.449865829E-2,9.620239726E-1,3.124822211E-1,1.012968591E0
3.170579583E0,-1.238035264E-1,9.624880953E-1,2.472518528E-1,1.001421053E0
3.180536583E0,-5.094412950E-1,1.285803599E0,-6.580368787E-1,1.531611525E0
3.190494583E0,-7.015054453E-1,2.022053711E0,-1.841996307E0,2.823784959E0
3.200451583E0,-6.384180084E-2,2.694241437E0,-3.390544249E0,4.331143382E0
3.210409583E0,1.850527394E0,1.049586977E0,-4.191131567E0,4.700177473E0
3.220366583E0,2.531903142E0,4.759322908E-1,-7.445229285E0,7.878355423E0
3.230324583E0,1.291463996E0,-8.011781797E-1,-1.033000224E1,1.044120262E1
3.240281583E0,1.188842292E0,-8.347124731E-1,-9.660258070E0,9.768862620E0
3.250239583E0,1.735894632E0,-3.784726910E-1,-9.504140335E0,9.668777341E0
3.260196583E0,2.043010863E0,-3.311569854E-1,-9.461869644E0,9.685583901E0
3.270154583E0,2.369658110E0,-2.063094295E-1,-9.347585814E0,9.645475815E0
3.280111583E0,7.995803549E-1,2.502266237E-1,-9.514454239E0,9.551271202E0
3.290069583E0,-1.943158400E1,3.408132381E0,1.378876479E1,2.406931361E1
3.300026583E0,-9.983138394E0,-3.246897748E0,7.705298234E0,1.302217409E1
3.309984583E0,4.266467679E0,-4.706158123E0,-1.621067800E1,1.741082284E1
3.319941583E0,5.237109862E-1,-3.022320338E-1,-7.726412530E0,7.750036644E0
3.329899583E0,1.522770784E0,-2.042028385E0,-4.576342626E0,5.237520656E0
3.339856583E0,1.858393361E0,-7.616355067E-1,9.575793285E0,9.784146952E0
3.349814583E0,3.308380929E0,-1.130231483E0,8.641937397E0,9.322332838E0
3.359771583E0,1.828860244E0,6.338285288E-1,-1.360766366E1,1.374463454E1
3.369729583E0,1.663094750E0,3.685050886E-1,-8.936039481E0,9.096949035E0
3.379686583E0,4.902017628E-1,1.856958381E-1,-5.790438604E0,5.814117296E0
3.389644583E0,-2.430850976E0,-1.575161836E0,6.198803467E0,6.842173317E0
3.399601583E0,-1.526577322E0,-4.252078777E-1,-5.947799456E0,6.155287031E0
3.409559583E0,-2.338075106E0,5.608860119E-1,2.765700727E1,2.776132633E1
3.419516583E0,9.766423041E-1,-1.674118141E-1,-1.119875816E1,1.124251045E1
3.429474583E0,5.903711450E-1,1.453003214E-1,-1.057795225E1,1.059541052E1
3.439431583E0,1.636713137E-1,2.938520419E-1,-5.671371751E0,5.681337419E0
3.449389583E0,1.075947614E-1,-4.984042369E-1,8.955687295E0,8.970190541E0
3.459346583E0,-2.850606252E-1,-3.749898335E-1,6.579117483E-1,8.091506682E-1
3.469304583E0,1.454597658E0,-1.178528388E0,5.314099858E0,5.634220515E0
3.479261583E0,-1.343712084E-2,1.289191823E-1,-1.160287209E1,1.160359606E1
3.489219583E0,-6.260288548E-2,-2.792631657E-1,8.367205385E0,8.372098482E0
3.499176583E0,-4.240130723E-1,-1.357522476E0,4.364455903E0,4.590330020E0
3.509134583E0,5.040803849E-1,-4.129223295E-1,-8.317446164E0,8.342931894E0
3.519091583E0,1.373361999E0,7.632923153E-1,2.479541618E0,2.935449706E0
3.529049583E0,1.194638783E-1,-5.699201428E-1,2.272946041E0,2.346351272E0
3.539006583E0,-1.038789947E0,-3.228402165E-2,-1.182305251E0,1.574157717E0
3.548964583E0,4.783460214E-1,1.512245284E-1,2.065014374E-1,5.425187719E-1
3.558921583E0,-2.568605274E-1,1.657694774E-3,1.919816315E-1,3.206821251E-1
3.568879583E0,4.716918717E-2,1.019588130E-1,-2.132596493E-2,1.143474029E-1
3.578836583E0,-8.165079346E-2,5.871541897E-2,1.298613971E-1,1.642508294E-1
3.588794583E0,-4.400998224E-2,7.236273807E-2,2.807189763E-2,8.922598183E-2
3.598751583E0,-5.559726331E-2,5.150056698E-2,8.555178165E-2,1.142911695E-1
3.608709583E0,-4.423407678E-2,6.464865264E-2,5.710917056E-2,9.694100886E-2
3.618666583E0,-5.005688487E-2,6.221756310E-2,5.950419009E-2,9.958647257E-2
3.628624583E0,-4.438472024E-2,6.342056377E-2,5.965387881E-2,9.772797223E-2
3.638581583E0,-5.252176492E-2,5.756331649E-2,6.055201113E-2,9.868443265E-2
3.648539583E0,-3.928330780E-2,6.618558414E-2,6.294644594E-2,9.942818955E-2
3.658496583E0,-4.103744052E-2,7.383989093E-2,6.100049257E-2,1.041991416E-1
3.668454583E0,-4.597234892E-2,6.480358559E-2,5.830551088E-2,9.855198714E-2
3.678411583E0,-5.427943795E-2,6.550293085E-2,5.935274720E-2,1.037286842E-1
3.688369583E0,-4.529772185E-2,6.104044550E-2,6.294469178E-2,9.869069771E-2
3.698326583E0,-4.889594304E-2,6.637308790E-2,6.488713682E-2,1.049120611E-1
3.708284583E0,-4.554672644E-2,6.323339805E-2,6.024444759E-2,9.850056032E-2
3.718241583E0,-4.473288995E-2,6.553470681E-2,6.353584528E-2,1.016495592E-1
3.728199583E0,-4.901014191E-2,6.475223972E-2,5.994039237E-2,1.009341231E-1
3.738156583E0,-4.087071722E-2,6.183241432E-2,6.487719655E-2,9.850235336E-2
3.748114583E0,-4.118625216E-2,6.804794974E-2,6.128115892E-2,1.004102150E-1
3.758071583E0,-3.942128839E-2,6.847594765E-2,6.202843308E-2,1.004515799E-1
3.768029583E0,-3.847511753E-2,5.927562791E-2,6.606827438E-2,9.674167464E-2
3.777986583E0,-4.316780959E-2,5.480056191E-2,6.531749189E-2,9.556639638E-2
3.787944583E0,-4.738010264E-2,5.912293335E-2,5.917908490E-2,9.613823102E-2
3.797901583E0,-4.999326899E-2,5.668270754E-2,6.561394572E-2,1.000871927E-1
3.807859583E0,-4.604173893E-2,5.792355979E-2,6.097184122E-2,9.587776553E-2
3.817816583E0,-4.185720189E-2,6.042200195E-2,5.932234168E-2,9.445625385E-2
3.827774583E0,-4.235467660E-2,6.607000113E-2,6.560809851E-2,1.022916725E-1
3.837731583E0,-4.575022782E-2,6.273411892E-2,5.946793735E-2,9.780127093E-2
3.847689583E0,-4.398891855E-2,6.379224569E-2,6.006552279E-2,9.804255501E-2
3.857646583E0,-4.445739473E-2,6.056412583E-2,6.305754304E-2,9.808530480E-2
3.867604583E0,-4.582553813E-2,5.795631333E-2,5.796754181E-2,9.391033012E-2
3.877561583E0,-3.430526249E-2,6.294548663E-2,5.961470246E-2,9.323571243E-2
3.887519583E0,-4.375320267E-2,6.430482723E-2,6.949357331E-2,1.043015354E-1
3.897476583E0,-5.104326904E-2,6.422452851E-2,6.140979767E-2,1.024761857E-1
3.907434583E0,-4.233200493E-2,6.094471562E-2,6.470294952E-2,9.845165656E-2
3.917391583E0,-4.080317274E-2,6.449283348E-2,6.500174224E-2,1.002469499E-1
3.927349583E0,-4.997504669E-2,5.489514062E-2,6.709621489E-2,1.000643983E-1
3.937306583E0,-4.034315675E-2,5.226407630E-2,6.784173489E-2,9.466575390E-2
3.947264583E0,-3.918334326E-2,5.830977752E-2,6.394865870E-2,9.499892364E-2
3.957221583E0,-4.570985005E-2,5.445708367E-2,5.975562036E-2,9.287463873E-2
3.967179583E0,-4.440796292E-2,6.626896178E-2,6.319553733E-2,1.017709114E-1
3.977136583E0,-4.468275921E-2,5.569213439E-2,6.977891743E-2,9.983616640E-2
3.987094583E0,-4.554272932E-2,6.061122333E-2,6.064556658E-2,9.708627778E-2
3.997051583E0,-4.271638627E-2,6.620524541E-2,5.899548233E-2,9.842911719E-2
4.007009583E0,-4.686604558E-2,5.846929687E-2,6.004154921E-2,9.602120878E-2
4.016966583E0,-3.002597771E-2,6.177928688E-2,5.569823742E-2,8.843377905E-2
4.026924583E0,-4.588609335E-2,5.234704281E-2,6.632379770E-2,9.614880445E-2
4.036881583E0,-4.959085265E-2,5.365601513E-2,6.632145882E-2,9.867500456E-2
4.046839583E0,-4.062046096E-2,6.052185229E-2,5.973281622E-2,9.423866397E-2
4.056796583E0,-3.890146635E-2,6.121620001E-2,6.212491214E-2,9.550001014E-2
4.066754583E0,-4.201358293E-2,5.987381177E-2,5.508837283E-2,9.156824399E-2
4.076711583E0,-4.667343008E-2,6.278182855E-2,6.526545167E-2,1.018800582E-1
4.086669583E0,-4.646707362E-2,5.538968259E-2,6.316922486E-2,9.600810818E-2
4.096627583E0,-3.703705880E-2,5.576128228E-2,6.436498046E-2,9.286503667E-2
4.106584583E0,-4.463099308E-2,5.931107665E-2,6.436381102E-2,9.824677871E-2
4.116542583E0,-4.745259897E-2,5.184366607E-2,6.586069822E-2,9.631794449E-2
4.126499583E0,-4.346245444E-2,6.218249351E-2,7.753583372E-2,1.084778916E-1
4.136461583E0,-4.734946871E-2,6.112389623E-2,5.852419674E-2,9.697001847E-2
4.146418583E0,-3.714589010E-2,5.580592212E-2,6.466084957E-2,9.314045073E-2
4.156376583E0,-4.128693847E-2,6.506021440E-2,6.735407710E-2,1.023426328E-1
4.166333583E0,-3.685635243E-2,5.248436102E-2,5.971878290E-2,8.763179729E-2
4.176291583E0,-4.544693548E-2,4.829061461E-2,5.432940423E-2,8.572684276E-2
4.186248583E0,-3.937233623E-2,4.751694119E-2,6.630391717E-2,9.057731500E-2
4.196206583E0,-4.551769593E-2,5.172239116E-2,6.256111443E-2,9.306427579E-2
4.206163583E0,-3.957560920E-2,5.503460128E-2,6.839838982E-2,9.629836921E-2
4.216121583E0,-3.518720762E-2,4.892771901E-2,6.121333122E-2,8.590188116E-2
4.226078583E0,-4.391512487E-2,4.814073860E-2,5.447616935E-2,8.493363251E-2
4.236036583E0,-4.545076358E-2,6.004803139E-2,6.540227652E-2,9.974465278E-2
4.245993583E0,-4.283304736E-2,5.970351162E-2,6.315519154E-2,9.689044052E-2
4.255951583E0,-3.779158716E-2,5.340201756E-2,6.689740956E-2,9.356945519E-2
4.265908583E0,-3.587185718E-2,5.929595155E-2,7.003911853E-2,9.853059491E-2
4.275866583E0,-3.987689156E-2,5.837166664E-2,5.432063341E-2,8.915239291E-2
4.285823583E0,-4.256319836E-2,4.822498875E-2,5.910891831E-2,8.735639426E-2
4.295781583E0,-3.716819860E-2,5.188992759E-2,6.240031600E-2,8.926275264E-2
4.305738583E0,-4.076610231E-2,4.772318801E-2,6.479299664E-2,9.020814922E-2
4.315696583E0,-3.301139015E-2,5.134424076E-2,7.137871563E-2,9.391966772E-2
4.325653583E0,-4.212193001E-2,5.445161561E-2,7.092789531E-2,9.884331926E-2
4.335611583E0,-3.656024120E-2,5.129568603E-2,5.910190165E-2,8.637669489E-2
4.345568583E0,-3.902727742E-2,5.056485716E-2,6.299205422E-2,8.971026729E-2
4.355526583E0,-3.624606300E-2,5.642466717E-2,6.733127296E-2,9.503168138E-2
4.365483583E0,-4.217595736E-2,5.377345737E-2,6.718099952E-2,9.583153340E-2
4.375441583E0,-4.055801909E-2,5.257950618E-2,6.358730078E-2,9.193966610E-2
4.385398583E0,-3.218191693E-2,5.885523138E-2,6.388550878E-2,9.263353750E-2
4.395356583E0,-4.488308117E-2,5.099951085E-2,6.328499973E-2,9.284628303E-2
4.405313583E0,-3.324756513E-2,4.798710757E-2,5.984098971E-2,8.360087996E-2
4.415271583E0,-4.231918217E-2,5.420965965E-2,6.552857637E-2,9.499260340E-2
4.425228583E0,-4.290997479E-2,4.981374120E-2,6.103733003E-2,8.971193012E-2
4.435186583E0,-4.350900376E-2,5.392832179E-2,5.953927338E-2,9.135766182E-2
4.445143583E0,-3.305732277E-2,5.527438737E-2,6.822004974E-2,9.381907948E-2
4.455101583E0,-3.391778395E-2,4.962311283E-2,6.866794646E-2,9.125873255E-2
4.465058583E0,-4.555492625E-2,4.893719789E-2,5.309973478E-2,8.537963737E-2
4.475016583E0,-4.366188104E-2,5.558204228E-2,5.339911222E-2,8.858435791E-2
4.484973583E0,-4.622309397E-2,5.278525965E-2,5.953634977E-2,9.201866657E-2
4.494931583E0,-3.974492721E-2,5.656639819E-2,6.118351042E-2,9.231922114E-2
4.504888583E0,-3.598101511E-2,4.197889249E-2,5.684195280E-2,7.929608100E-2
4.514846583E0,-3.561641380E-2,4.386157259E-2,6.417670012E-2,8.550447544E-2
4.524803583E0,-3.468976945E-2,4.742282385E-2,6.687109709E-2,8.901712168E-2
4.534761583E0,-4.364248473E-2,4.989483934E-2,5.968545377E-2,8.919929853E-2
4.544719583E0,-4.587873865E-2,4.437944861E-2,5.998249233E-2,8.759162919E-2
4.554676583E0,-3.675741571E-2,5.346253624E-2,6.701727748E-2,9.327735991E-2
4.564634583E0,-4.008499762E-2,5.128556760E-2,5.144789636E-2,8.296928660E-2
4.574591583E0,-4.266867665E-2,4.370015746E-2,6.551805139E-2,8.957083670E-2
4.584549583E0,-3.521279147E-2,5.550559450E-2,5.324240685E-2,8.459057625E-2
4.594506583E0,-3.601109401E-2,4.667395541E-2,5.653497398E-2,8.167900764E-2
4.604464583E0,-3.601487414E-2,4.244276399E-2,6.820952475E-2,8.803975603E-2
4.614421583E0,-4.010599277E-2,5.173089246E-2,6.461641073E-2,9.197747783E-2
4.624379583E0,-4.065177097E-2,4.401623602E-2,6.206994832E-2,8.627093369E-2
4.634336583E0,-3.659156949E-2,4.774626167E-2,6.611037433E-2,8.938249300E-2
4.644294583E0,-4.271838712E-2,5.585845113E-2,6.102037311E-2,9.310485000E-2
4.654251583E0,-4.387273712E-2,4.722830800E-2,6.730554521E-2,9.319531402E-2
4.664209583E0,-4.031472467E-2,5.315635228E-2,7.478881180E-2,1.002209618E-1
4.674166583E0,-3.724554630E-2,5.512162430E-2,6.281312943E-2,9.149378893E-2
4.684124583E0,-4.085220256E-2,4.945668646E-2,5.592627883E-2,8.510355429E-2
4.694081583E0,-3.895741689E-2,4.460870514E-2,6.790079176E-2,9.010069050E-2
4.704039583E0,-4.063062506E-2,5.202670219E-2,5.981701612E-2,8.908255077E-2
4.713996583E0,-3.585880830E-2,5.745828131E-2,5.861892164E-2,8.957391472E-2
4.723954583E0,-4.621551087E-2,4.951154065E-2,6.310899854E-2,9.257435821E-2
4.733911583E0,-3.735110910E-2,5.286357122E-2,5.996612012E-2,8.823603615E-2
4.743869583E0,-4.102686985E-2,4.671081115E-2,6.116362989E-2,8.721292077E-2
4.753826583E0,-3.751714718E-2,4.759652727E-2,6.370833814E-2,8.793018873E-2
4.763784583E0,-3.340448978E-2,4.005549659E-2,6.580398023E-2,8.396705639E-2
4.773741583E0,-3.766788200E-2,4.544803184E-2,6.250965893E-2,8.597587099E-2
4.783699583E0,-3.914228484E-2,4.812478666E-2,6.640156567E-2,9.086958500E-2
4.793656583E0,-4.094310849E-2,3.824559605E-2,6.131273389E-2,8.305609602E-2
4.803614583E0,-3.627931675E-2,4.612272743E-2,5.921650708E-2,8.336719691E-2
4.813571583E0,-3.835223464E-2,4.472686001E-2,5.248051465E-2,7.890241014E-2
4.823529583E0,-3.878935969E-2,4.044185136E-2,5.861716747E-2,8.109334183E-2
4.833486583E0,-3.023060742E-2,5.000095717E-2,5.681856394E-2,8.150051871E-2
4.843444583E0,-3.172663125E-2,4.893717505E-2,5.412299752E-2,7.956585381E-2
4.853401583E0,-3.742644682E-2,4.059807252E-2,5.262552559E-2,7.627836100E-2
4.863359583E0,-3.670801131E-2,4.980629057E-2,5.621688545E-2,8.359714638E-2
4.873316583E0,-4.091928109E-2,4.025971059E-2,5.786229193E-2,8.150629846E-2
4.883274583E0,-3.787063878E-2,4.878279485E-2,5.935976386E-2,8.565937147E-2
4.893232583E0,-3.166174771E-2,4.410639277E-2,5.831077337E-2,7.967425207E-2
4.903189583E0,-3.733236831E-2,3.594708755E-2,6.280026555E-2,8.142341298E-2
4.913147583E0,-3.123928866E-2,3.636061361E-2,5.920539737E-2,7.617917337E-2
4.923104583E0,-2.722181754E-2,4.659967293E-2,5.725768983E-2,7.868290737E-2
4.933062583E0,-3.569614379E-2,4.112638672E-2,6.025029480E-2,8.121386821E-2
4.943019583E0,-4.115617098E-2,4.113468703E-2,5.950068176E-2,8.322393896E-2
4.952977583E0,-3.326485096E-2,3.461284430E-2,6.174601257E-2,7.821233514E-2
4.962934583E0,-4.785196837E-2,4.955179051E-2,5.471064270E-2,8.796843322E-2
4.972892583E0,-3.803836250E-2,4.653119656E-2,6.503916442E-2,8.855598333E-2
4.982849583E0,-3.631912122E-2,5.013156021E-2,5.965037048E-2,8.596754384E-2
4.992807583E0,-3.632816156E-2,4.608378406E-2,6.129753113E-2,8.485775037E-2
5.002764583E0,-3.415659474E-2,4.618463483E-2,6.084846497E-2,8.367932330E-2
5.012722583E0,-3.407048307E-2,4.183090312E-2,6.354286194E-2,8.335656888E-2
5.022679583E0,-3.902665615E-2,4.567758530E-2,5.695655823E-2,8.278629847E-2
5.032637583E0,-3.156408322E-2,4.387947969E-2,5.530939758E-2,7.733582319E-2
5.042594583E0,-3.133405924E-2,3.622818331E-2,5.815231383E-2,7.533920717E-2
5.052552583E0,-3.775981120E-2,4.076122811E-2,6.189394712E-2,8.317536744E-2
5.062509583E0,-3.729407819E-2,4.997046028E-2,6.009768248E-2,8.660038457E-2
5.072467583E0,-3.549840968E-2,4.407823021E-2,5.321200132E-2,7.768233102E-2
5.082424583E0,-3.934442491E-2,4.077072983E-2,6.219273984E-2,8.413187905E-2
5.092382583E0,-3.217800432E-2,5.008449926E-2,6.443748593E-2,8.772725130E-2
5.102339583E0,-3.163372904E-2,4.331906975E-2,5.560468197E-2,7.726004966E-2
5.112297583E0,-3.165235790E-2,4.217483817E-2,4.737180233E-2,7.088495180E-2
5.122255583E0,-2.960982955E-2,3.782931084E-2,5.829849422E-2,7.554146671E-2
5.132212583E0,-3.316799960E-2,4.248216874E-2,6.323646784E-2,8.308851739E-2
5.142166958E0,-3.035520793E-2,4.249682789E-2,6.039062798E-2,7.984013387E-2
5.152123958E0,-3.497273586E-2,4.405406476E-2,5.799385428E-2,8.079071735E-2
5.162081958E0,-2.883467604E-2,3.838433494E-2,6.009008110E-2,7.691302593E-2
5.172038958E0,-3.884334137E-2,3.197569523E-2,6.128642142E-2,7.929234329E-2
5.181996958E0,-3.863279136E-2,4.147318600E-2,6.802124441E-2,8.854042814E-2
5.191953958E0,-3.288062951E-2,4.330073325E-2,6.023626149E-2,8.114491047E-2
5.201911958E0,-3.421331502E-2,3.712391279E-2,5.544505298E-2,7.498593019E-2
5.211868958E0,-3.339111427E-2,3.950978691E-2,5.724073291E-2,7.715238997E-2
5.221826958E0,-3.708702508E-2,3.880245654E-2,5.948547900E-2,8.012240807E-2
5.231783958E0,-3.012029604E-2,4.050417446E-2,5.738925219E-2,7.642870304E-2
5.241741958E0,-3.892366750E-2,4.083185608E-2,6.068181932E-2,8.285273416E-2
5.251698958E0,-3.220266541E-2,4.541447430E-2,6.292715013E-2,8.401971411E-2
5.261656958E0,-3.743208618E-2,4.277730238E-2,5.349676073E-2,7.805742811E-2
5.271613958E0,-3.633934893E-2,4.025569977E-2,5.963341355E-2,8.060529546E-2
5.281571958E0,-2.701364752E-2,3.885316744E-2,6.337446213E-2,7.909252950E-2
5.291528958E0,-2.724776912E-2,3.607322296E-2,6.307566941E-2,7.760321133E-2
5.301486958E0,-3.382675468E-2,4.217050758E-2,7.056010544E-2,8.888942300E-2
5.311443958E0,-2.957255811E-2,4.221935924E-2,6.142850876E-2,8.019022494E-2
5.321401958E0,-3.232442225E-2,3.699028107E-2,6.636823654E-2,8.257052737E-2
5.331358958E0,-3.858900576E-2,3.770880338E-2,6.307566941E-2,8.300364624E-2
5.341316958E0,-3.080172050E-2,3.959357112E-2,5.828621507E-2,7.690045336E-2
5.351274958E0,-3.203583704E-2,3.651176413E-2,5.663963914E-2,7.461536367E-2
5.361231958E0,-2.136738423E-2,3.593973285E-2,6.307683885E-2,7.567639728E-2
5.371189958E0,-3.180533112E-2,3.879222848E-2,5.993396044E-2,7.815686593E-2
5.381146958E0,-3.605429716E-2,4.332453781E-2,6.038361132E-2,8.260210916E-2
5.391104958E0,-2.846494472E-2,4.166250331E-2,6.128115892E-2,7.938134352E-2
5.401061958E0,-3.303398872E-2,3.707722186E-2,6.277863085E-2,8.004449565E-2
5.411019958E0,-3.166795124E-2,4.744864297E-2,4.735952318E-2,7.414281685E-2
5.420976958E0,-3.501276416E-2,5.062626663E-2,6.741781175E-2,9.129114891E-2
5.430934958E0,-2.912435990E-2,4.470120535E-2,6.487134933E-2,8.399236908E-2
5.440891958E0,-4.260918123E-2,3.933608806E-2,5.843414962E-2,8.232508725E-2
5.450849958E0,-3.722093546E-2,4.215971764E-2,5.289508224E-2,7.720576113E-2
5.460806958E0,-3.007879908E-2,4.452065886E-2,5.484045088E-2,7.677433343E-2
5.470764958E0,-3.252466883E-2,4.750859977E-2,6.711375654E-2,8.842611295E-2
5.480721958E0,-3.191732357E-2,3.966549644E-2,5.858149946E-2,7.761352479E-2
5.490679958E0,-3.397567139E-2,4.022079006E-2,6.651383221E-2,8.483011302E-2
5.500636958E0,-2.908077530E-2,3.286422076E-2,7.115418255E-2,8.359824276E-2
5.510594958E0,-3.712383057E-2,3.513072488E-2,6.845920086E-2,8.543423675E-2
5.520551958E0,-4.368834426E-2,3.880519286E-2,6.471639812E-2,8.719361561E-2
5.530509958E0,-3.226312014E-2,3.279124476E-2,6.800838053E-2,8.210550820E-2
5.540467958E0,-3.437345107E-2,3.518158652E-2,6.172086954E-2,7.892239166E-2
5.550424958E0,-3.865210088E-2,4.825195903E-2,6.351654947E-2,8.863739904E-2
5.560382958E0,-3.211804752E-2,3.760600202E-2,5.887619913E-2,7.689074839E-2
5.570339958E0,-4.105119975E-2,3.519230337E-2,5.812892497E-2,7.938936412E-2
5.580297958E0,-3.094444053E-2,3.962589069E-2,5.229164958E-2,7.254092795E-2
5.590254958E0,-3.594545216E-2,3.424571682E-2,6.336861491E-2,8.050109320E-2
5.600212958E0,-3.343926244E-2,3.068823884E-2,5.753075480E-2,7.327850997E-2
5.610169958E0,-3.221689287E-2,4.127598865E-2,6.022398233E-2,7.980327984E-2
5.620127958E0,-3.084911493E-2,3.085869888E-2,6.696055949E-2,7.992273591E-2
5.630084958E0,-2.534523133E-2,3.021988600E-2,5.708051920E-2,6.938161092E-2
5.640042958E0,-3.602453347E-2,3.827427481E-2,5.273954630E-2,7.445902811E-2
5.649999958E0,-4.049565945E-2,4.159575369E-2,5.573332071E-2,8.047551303E-2
5.659957958E0,-2.990974831E-2,3.973882418E-2,6.770841837E-2,8.401307701E-2
5.669914958E0,-3.259083602E-2,3.546622715E-2,6.950526774E-2,8.456357434E-2
5.679872958E0,-3.510230879E-2,3.940982693E-2,5.977550089E-2,7.973968302E-2
5.689829958E0,-3.629393479E-2,4.162679418E-2,6.232020915E-2,8.326973138E-2
5.699787958E0,-3.611176433E-2,3.616222854E-2,6.022339761E-2,7.898496006E-2
5.709744958E0,-2.895190587E-2,4.424604986E-2,6.067187905E-2,8.047982784E-2
5.719702958E0,-3.095007761E-2,3.445712107E-2,6.860479653E-2,8.277571264E-2
5.729660958E0,-2.779024684E-2,2.692832386E-2,5.722845376E-2,6.908348836E-2
5.739617958E0,-2.366896023E-2,3.938665734E-2,6.082156777E-2,7.622854820E-2
5.749575958E0,-2.739492938E-2,4.302820732E-2,5.917440712E-2,7.812502313E-2
5.759532958E0,-2.549751019E-2,4.864131964E-2,5.827452064E-2,8.007509449E-2
5.769490958E0,-2.879418179E-2,4.468959315E-2,5.977023840E-2,7.999216236E-2
5.779447958E0,-3.788061102E-2,3.247812180E-2,5.692498326E-2,7.569823516E-2
5.789405958E0,-4.008482859E-2,3.765880968E-2,5.842128575E-2,8.023731089E-2
5.799362958E0,-3.792427784E-2,4.109817391E-2,6.261140049E-2,8.394937891E-2
5.809320958E0,-3.670726442E-2,3.247607527E-2,5.318042636E-2,7.232065040E-2
5.819277958E0,-3.050208268E-2,4.087309722E-2,6.440708041E-2,8.215387472E-2
5.829235958E0,-2.837573357E-2,3.577465864E-2,6.246112704E-2,7.737183498E-2
5.839192958E0,-2.306664677E-2,3.757406160E-2,5.407914340E-2,6.977416463E-2
5.849150958E0,-2.769400304E-2,4.096799570E-2,5.602626622E-2,7.472802006E-2
5.859107958E0,-2.732093926E-2,4.025237873E-2,5.677470982E-2,7.476667300E-2
5.869065958E0,-3.342077976E-2,3.857444254E-2,6.890008092E-2,8.574472163E-2
5.879022958E0,-3.217096710E-2,3.819166462E-2,5.991934240E-2,7.799937156E-2
5.888980958E0,-2.932937790E-2,3.856558492E-2,6.381241858E-2,8.012204137E-2
5.898938958E0,-3.221386420E-2,3.783446370E-2,6.800487220E-2,8.422495077E-2
5.908895958E0,-3.530367456E-2,2.730083261E-2,6.097067177E-2,7.555863759E-2
5.918853958E0,-3.372370436E-2,3.839780181E-2,5.513281167E-2,7.517517104E-2
5.928810958E0,-2.898252609E-2,4.361787161E-2,5.992402017E-2,7.958262207E-2
5.938768958E0,-3.282300702E-2,3.509284589E-2,6.276810586E-2,7.904867321E-2
5.948725958E0,-3.390798530E-2,3.918230172E-2,5.992285073E-2,7.921964576E-2
5.958683958E0,-2.440901902E-2,4.598094159E-2,7.159798622E-2,8.852298475E-2
5.968640958E0,-2.507044417E-2,4.555858989E-2,5.273720741E-2,7.406298218E-2
5.978598958E0,-2.627048469E-2,3.698765439E-2,6.725584388E-2,8.112689738E-2
5.988555958E0,-3.696398459E-2,3.963411790E-2,6.485965490E-2,8.452203436E-2
5.998513958E0,-2.861063404E-2,4.315449804E-2,5.887210608E-2,7.840155582E-2
6.008470958E0,-3.150462891E-2,4.079515566E-2,6.141564488E-2,8.017897358E-2
6.018428958E0,-2.953704998E-2,3.705524912E-2,6.830074131E-2,8.312953791E-2
6.028385958E0,-3.549324769E-2,3.714330910E-2,5.647416294E-2,7.634610089E-2
6.038343958E0,-3.638543686E-2,2.776668211E-2,6.455559969E-2,7.913478440E-2
6.048301958E0,-3.026765273E-2,4.241291578E-2,5.931532502E-2,7.895121284E-2
6.058258958E0,-3.197331066E-2,3.149372020E-2,5.976380646E-2,7.473860829E-2
6.068216958E0,-2.404830520E-2,4.823520311E-2,5.781726837E-2,7.904297770E-2
6.078173958E0,-2.770776456E-2,3.188551106E-2,5.302664459E-2,6.779550921E-2
6.088131958E0,-2.644771928E-2,3.840831766E-2,6.575018585E-2,8.060873191E-2
6.098088958E0,-2.322624149E-2,4.242030246E-2,6.380481720E-2,8.006244471E-2
6.108046958E0,-3.261234509E-2,4.043177862E-2,6.141038239E-2,8.043338138E-2
6.118003958E0,-2.504827272E-2,4.100564629E-2,6.006318390E-2,7.691856118E-2
6.127961958E0,-2.946946896E-2,4.339694279E-2,6.874571443E-2,8.647379659E-2
6.137918958E0,-3.348770068E-2,3.800054289E-2,6.485439241E-2,8.228948640E-2
6.147876958E0,-2.207585663E-2,4.285634943E-2,5.781960726E-2,7.528025714E-2
6.157833958E0,-2.345035659E-2,4.383378461E-2,6.740027010E-2,8.375032124E-2
6.167791958E0,-2.525220807E-2,3.484812621E-2,5.811956942E-2,7.231839505E-2
6.177748958E0,-3.219384662E-2,3.524765092E-2,4.734256625E-2,6.723212948E-2
