"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.496132926E0,3.143049777E-3,4.658699036E-3,-2.738952637E-3,6.251727773E-3
1.501044540E0,3.052428365E-3,4.659533501E-3,-3.404617310E-4,5.580724465E-3
1.505955374E0,-8.849244565E-3,4.660367966E-3,1.153659821E-2,1.526830891E-2
1.510865374E0,-4.032712430E-3,2.228140831E-3,1.143932343E-2,1.233229506E-2
1.515776259E0,6.847642362E-4,9.371638298E-3,-2.899169922E-3,9.833701881E-3
1.520687926E0,-1.696940511E-3,6.899893284E-3,1.136970520E-2,1.340739836E-2
1.525598759E0,-6.491858512E-3,4.507660866E-3,1.602458954E-2,1.786758807E-2
1.530508759E0,6.791725755E-4,2.135634422E-3,1.648902893E-3,2.782281532E-3
1.535419645E0,-8.769650012E-3,-2.590835094E-3,1.113510132E-2,1.440866646E-2
1.540331259E0,-6.390500814E-3,4.593074322E-3,1.579189301E-2,1.764422617E-2
1.545242092E0,-3.964956850E-3,1.165765524E-2,3.788948059E-3,1.288324244E-2
1.550152092E0,3.126122057E-3,-2.703607082E-3,3.755569458E-3,5.584481384E-3
1.555062978E0,7.204115391E-4,2.106904984E-3,-5.768775940E-3,6.183592584E-3
1.559974645E0,-8.787669241E-3,-3.041028976E-4,6.148338318E-3,1.072929044E-2
1.564885478E0,-1.340930909E-2,6.801605225E-3,1.796817780E-2,2.342918729E-2
1.569795478E0,8.828900754E-4,-5.086183548E-3,5.949020386E-3,7.876522172E-3
1.574706363E0,-1.343375817E-2,6.866633892E-3,1.539802551E-2,2.155726581E-2
1.579617978E0,9.175539017E-4,4.474937916E-3,5.775451660E-3,7.363614357E-3
1.584528811E0,-8.533250540E-3,2.103149891E-3,3.355979919E-3,9.407561080E-3
1.589438811E0,1.295860112E-2,2.066373825E-3,9.536743164E-4,1.315692739E-2
1.594349697E0,-1.399781555E-3,6.837069988E-3,5.696296692E-3,9.008479918E-3
1.599261363E0,3.299396485E-3,1.394194365E-2,1.989650726E-2,2.451805072E-2
1.604172197E0,-1.815985143E-2,9.117126465E-3,5.487442017E-3,2.104790296E-2
1.609082197E0,-1.394994557E-3,-4.157423973E-4,-1.677513123E-3,2.221013694E-3
1.613993082E0,-1.094437018E-2,-2.746760845E-3,2.920246124E-2,3.130667144E-2
1.618904697E0,-1.421026886E-3,2.064108849E-3,1.946449280E-2,1.962514567E-2
1.623815530E0,9.594596922E-4,-2.720654011E-3,2.681732178E-3,3.938808020E-3
1.628725530E0,-3.798678517E-3,4.463911057E-3,2.880096436E-4,5.868510028E-3
1.633636415E0,-2.044682950E-2,-2.821683884E-4,5.035400391E-3,2.105962280E-2
1.638548082E0,-1.347709447E-3,-7.362604141E-3,2.479553223E-4,7.489041483E-3
1.643458915E0,-1.400906593E-3,-2.572178841E-3,7.367134094E-3,7.928007822E-3
1.648368915E0,3.294654191E-3,1.404899359E-2,9.677886963E-3,1.737499534E-2
1.653279801E0,-6.297465414E-3,-5.021393299E-3,1.197242737E-2,1.442953493E-2
1.658191415E0,5.561310798E-3,2.182602882E-3,3.561592102E-2,3.611351220E-2
1.663102249E0,-6.361268461E-3,-2.603173256E-3,1.632499695E-2,1.771292671E-2
1.668012249E0,3.245398402E-3,-2.659916878E-3,1.618385315E-2,1.671899732E-2
1.672923134E0,-1.108731702E-2,6.898224354E-3,8.928298950E-3,1.581861625E-2
1.677834801E0,3.185514361E-3,4.447340965E-3,1.359939575E-2,1.465844153E-2
1.682745634E0,7.901757956E-3,1.157230139E-2,2.536010742E-2,2.897397085E-2
1.687655582E0,-6.418112665E-3,2.019226551E-3,2.277755737E-2,2.375050665E-2
1.692566520E0,-1.680780202E-3,4.416167736E-3,1.071929932E-2,1.171456091E-2
1.697478134E0,-4.105363041E-3,-3.293156624E-4,1.537990570E-2,1.592180749E-2
1.702388967E0,-1.761447638E-3,-5.035221577E-3,5.757331848E-3,7.848759400E-3
1.707298967E0,5.311250687E-3,6.917178631E-3,1.283264160E-2,1.551558683E-2
1.712209853E0,-4.238750786E-3,-2.230405807E-4,1.510334015E-2,1.568845560E-2
1.717121520E0,5.357116461E-4,2.133965492E-3,2.684593201E-2,2.693593995E-2
1.722032353E0,-4.222545773E-3,-7.340788841E-3,5.259513855E-3,9.968929712E-3
1.726942353E0,7.677879184E-3,4.630804062E-3,1.471424103E-2,1.723087531E-2
1.731853238E0,4.270076752E-4,-9.613037109E-3,1.934146881E-2,2.160289874E-2
1.736764853E0,3.626421094E-4,3.099441528E-6,7.312774658E-3,7.321761544E-3
1.741675686E0,-2.078965306E-3,7.165193558E-3,-6.991386414E-3,1.022455767E-2
1.746585686E0,-2.106395736E-2,2.397119999E-3,1.443767548E-2,2.564922917E-2
1.751496572E0,-4.333846271E-3,1.191329956E-2,9.571075439E-3,1.588440792E-2
1.756408238E0,-9.169425815E-3,-1.194667816E-2,7.115364075E-3,1.665622691E-2
1.761319072E0,-6.724372506E-3,2.437412739E-3,1.180648804E-2,1.380403297E-2
1.766229072E0,4.485957325E-4,-4.665732384E-3,1.883316040E-2,1.940768475E-2
1.771139957E0,5.187656730E-3,1.611113548E-4,-3.137588501E-4,5.199633048E-3
1.776051572E0,-9.164910764E-3,-2.233624458E-3,1.393222809E-2,1.682532755E-2
1.780962405E0,-6.719898432E-3,4.947125912E-3,2.806377411E-2,2.927808920E-2
1.785872405E0,-1.859907433E-2,4.945576191E-3,1.596069336E-2,2.500256032E-2
1.790783290E0,-1.885861158E-3,4.943788052E-3,2.295207977E-2,2.355409685E-2
1.795694957E0,5.187839270E-3,4.883348942E-3,-9.822845459E-4,7.192055068E-3
1.800605790E0,-6.731633097E-3,7.256448269E-3,3.778457642E-3,1.059469999E-2
1.805515738E0,2.756617963E-3,1.198387146E-2,1.086997986E-2,1.641245198E-2
1.810426676E0,-4.453256726E-3,9.549558163E-3,2.265167236E-2,2.498247020E-2
1.815338290E0,7.390126586E-3,7.135510445E-3,1.059436798E-2,1.475703606E-2
1.820249124E0,-1.410322636E-2,9.548783302E-3,3.390312195E-3,1.736589972E-2
1.825159124E0,2.568881959E-3,1.188302040E-2,2.710437775E-2,2.970610411E-2
1.830070009E0,-2.265285701E-3,2.126133442E-2,1.025772095E-2,2.371490459E-2
1.834981676E0,-4.685018212E-3,4.504799843E-3,1.017379761E-2,1.207264573E-2
1.839892509E0,-1.414805651E-2,1.637762785E-2,1.246643066E-2,2.497611039E-2
1.844802509E0,-1.409460232E-2,-3.971457481E-4,1.473426819E-2,2.039397456E-2
1.849713395E0,5.006875843E-3,1.852136850E-2,-6.760597229E-3,2.034245737E-2
1.854625009E0,7.333792746E-3,1.122522354E-2,1.703643799E-2,2.168018401E-2
1.859535842E0,-6.918754429E-3,-7.821798325E-3,1.927185059E-2,2.191925904E-2
1.864445842E0,2.558305860E-4,1.602452993E-2,2.148818970E-2,2.680659071E-2
1.869356728E0,2.481937408E-4,1.744806767E-3,2.368831635E-2,2.375378458E-2
1.874268395E0,-9.255956858E-3,1.132541895E-2,1.637458801E-2,2.195597833E-2
1.879179228E0,-1.162107289E-2,-5.997419357E-4,1.386642456E-2,1.810212020E-2
1.884089228E0,-2.147410065E-3,9.000182152E-3,1.613044739E-2,1.859585926E-2
1.889000113E0,-4.568122327E-3,1.133894920E-2,1.125049591E-2,1.661364406E-2
1.893911728E0,1.574009657E-4,1.846373081E-3,6.413459778E-3,6.675802195E-3
1.898822561E0,-2.127568796E-2,-7.625997066E-3,6.361961365E-3,2.347946511E-2
1.903732561E0,2.755478024E-3,-9.955823421E-3,1.817893982E-2,2.090896774E-2
1.908643447E0,-1.903366297E-3,1.390826702E-2,6.159782410E-3,1.532989283E-2
1.913555113E0,7.603581995E-3,4.335463047E-3,1.323318481E-2,1.586593456E-2
1.918465947E0,-1.643896475E-2,-2.783715725E-3,8.376121521E-3,1.865872576E-2
1.923375947E0,-1.202715188E-2,2.820181847E-2,1.543235779E-2,3.432422780E-2
1.928286832E0,-7.766496390E-3,4.382431507E-3,-3.682136536E-3,9.647916954E-3
1.933198447E0,-1.321128011E-2,-2.619624138E-3,1.104354858E-3,1.351369499E-2
1.938109280E0,-1.855526119E-2,-6.657838821E-5,-1.274108887E-3,1.859907267E-2
1.943019280E0,7.068302482E-3,9.107589722E-5,1.061534882E-2,1.275362009E-2
1.947930165E0,1.610629261E-3,1.449257135E-2,8.159637451E-3,1.670953124E-2
1.952841832E0,-1.306235045E-2,-2.089798450E-3,1.997089386E-2,2.395472518E-2
1.957752665E0,2.022011206E-2,5.030810833E-3,1.030635834E-2,2.324613971E-2
1.962662665E0,-6.132140756E-3,-1.159024239E-2,1.259613037E-2,1.818239173E-2
1.967573551E0,-1.570105553E-2,1.228743792E-2,1.249313354E-2,2.352833740E-2
1.972485165E0,-8.567590266E-3,-1.961350441E-3,5.272865295E-3,1.024956618E-2
1.977395999E0,-6.304457784E-3,-4.279553890E-3,2.659893036E-2,2.766882480E-2
1.982305999E0,-1.623388380E-3,5.292177200E-3,2.641677856E-4,5.541869177E-3
1.987216884E0,3.136575222E-3,5.391836166E-4,-9.233474731E-3,9.766569444E-3
1.992128551E0,7.934123278E-4,7.696568966E-3,-4.405021667E-3,8.903420290E-3
1.997039384E0,-4.022326320E-3,-1.883625984E-3,9.875297546E-3,1.082814192E-2
2.001949384E0,-4.112228751E-3,4.869103432E-4,1.691341400E-2,1.741295725E-2
2.006860270E0,-6.512928754E-3,5.222558975E-4,1.564025879E-4,6.535706079E-3
2.011771884E0,-1.778483391E-3,-8.938789368E-3,1.677513123E-2,1.909109704E-2
2.016682717E0,-1.370252296E-2,1.016873121E-2,9.514808655E-3,1.953698579E-2
2.021592717E0,-1.608955488E-2,-8.869290352E-3,2.315521240E-3,1.851755184E-2
2.026503603E0,-1.778725535E-3,7.411241531E-4,2.298355103E-3,2.999260862E-3
2.031415270E0,-1.364014298E-2,-1.599490643E-3,-2.467155457E-3,1.395344856E-2
2.036326103E0,-8.905287832E-3,1.275753975E-2,4.682540894E-3,1.624762017E-2
2.041236103E0,-1.133229956E-2,-3.927886486E-3,1.176738739E-2,1.680240196E-2
2.046146988E0,5.316700786E-3,-1.540243626E-3,6.918907166E-3,8.860639596E-3
2.051058603E0,-1.855559647E-3,-6.236076355E-3,6.864547729E-3,9.458000076E-3
2.055969436E0,-1.615310460E-2,3.293514252E-3,-3.156661987E-4,1.648847081E-2
2.060879436E0,-1.133832335E-2,-1.501262188E-3,1.630306244E-2,1.991484897E-2
2.065790322E0,-1.136728749E-2,5.614399910E-3,-4.529953003E-4,1.268628850E-2
2.070701988E0,7.479187101E-3,1.035553217E-2,-4.472732544E-4,1.278183631E-2
2.075612822E0,-1.656235754E-2,-6.251394749E-3,1.143169403E-2,2.107309308E-2
2.080522822E0,4.819557071E-3,9.627938271E-4,1.842498779E-3,5.248800250E-3
2.085433707E0,-1.421929896E-2,8.116900921E-3,-2.919197083E-3,1.663112308E-2
2.090345322E0,9.697794914E-3,-3.840982914E-3,8.975982666E-3,1.376112789E-2
2.095256155E0,-2.200294286E-3,-1.100963354E-2,6.522178650E-3,1.298430360E-2
2.100166155E0,-2.586997300E-2,-3.873765469E-3,8.837699890E-3,2.761098516E-2
2.105077040E0,-2.577419579E-2,4.605507851E-2,-7.305145264E-4,5.278174946E-2
2.109988707E0,3.147360310E-2,-2.313935757E-2,-5.471229553E-3,3.944555632E-2
2.114899540E0,-1.853697747E-2,5.465209484E-3,4.066467285E-3,1.974903047E-2
2.119809540E0,-1.839165762E-2,-2.789640427E-2,1.653671265E-3,3.345440284E-2
2.124720426E0,-1.824755222E-2,-1.567363739E-3,8.761405945E-3,2.030251278E-2
2.129632040E0,-1.585212350E-2,-1.573145390E-3,1.343441010E-2,2.083861753E-2
2.134542874E0,-1.668531448E-3,8.544325829E-4,1.454353333E-3,2.372592642E-3
2.139452874E0,5.337081850E-3,-1.486718655E-3,1.568889618E-2,1.663839651E-2
2.144363759E0,7.834520191E-3,7.944226265E-3,-3.439903259E-3,1.167576002E-2
2.149275426E0,9.325556457E-4,5.366861820E-3,2.744579315E-2,2.798114414E-2
2.154186259E0,9.156316519E-4,1.236653328E-2,-3.652572632E-3,1.292713478E-2
2.159096259E0,3.099739552E-3,1.942563057E-2,-1.549053192E-2,2.503837230E-2
2.164007145E0,-6.660453975E-3,7.432401180E-3,2.262687683E-2,2.473009886E-2
2.168918759E0,1.689872891E-2,2.171379328E-2,1.769542694E-2,3.271366674E-2
2.173829592E0,-9.890645742E-5,-2.110183239E-3,5.682945251E-3,6.062880711E-3
2.178739592E0,-1.927001402E-2,1.937317848E-2,-1.097774506E-2,2.944765477E-2
2.183650530E0,2.016458660E-3,-6.864249706E-3,9.870529175E-4,7.222070549E-3
2.188562145E0,-2.216389030E-2,4.732608795E-4,9.870529175E-4,2.219090540E-2
2.193472978E0,-2.240484580E-2,-1.805722713E-3,-6.139755249E-3,2.330095158E-2
2.198382978E0,8.459720761E-3,-1.836985350E-2,8.158683777E-3,2.180785441E-2
2.203293863E0,-1.554199681E-2,7.938981056E-3,5.718231201E-3,1.836516412E-2
2.208205478E0,-1.479007304E-3,3.223776817E-3,1.042366028E-2,1.101058096E-2
2.213116363E0,-1.132996008E-2,1.510769129E-2,1.033782959E-2,2.152861008E-2
2.218026311E0,-9.220719337E-3,1.039111614E-2,1.500892639E-2,2.045152393E-2
2.222937197E0,-1.905883104E-2,1.521050930E-2,-1.122379303E-2,2.684347525E-2
2.227848863E0,-1.694430038E-2,-1.377582550E-3,3.123283386E-3,1.728473165E-2
2.232759697E0,-5.413360894E-3,8.288264275E-3,1.260185242E-2,1.602518284E-2
2.237669697E0,-1.308955997E-2,1.195549965E-3,2.437210083E-2,2.769052580E-2
2.242580582E0,-4.079218954E-3,8.406698704E-3,1.467609406E-2,1.739828575E-2
2.247492249E0,1.417190768E-2,-3.553271294E-3,4.778862000E-2,4.997220132E-2
2.252403082E0,-6.607431918E-3,-1.820021868E-2,1.352014542E-1,1.365808893E-1
2.257313030E0,5.605164915E-2,-5.266106129E-2,7.488832474E-1,7.528220859E-1
2.262223967E0,-1.877332665E-2,-1.148526073E-1,-2.925491333E-1,3.148468748E-1
2.267135582E0,4.879782796E-1,2.604550123E-2,-4.563121796E-1,6.685970197E-1
2.272046415E0,3.884223700E-1,-1.114742160E-1,-2.696781158E-1,4.858237587E-1
2.276956415E0,-3.496905416E-2,-5.079495907E-2,-1.059637070E-1,1.226020791E-1
2.281867301E0,-4.050753713E-1,1.466650069E-1,1.442050934E-1,4.543036315E-1
2.286778967E0,-4.614129663E-1,1.524869800E-1,8.126926422E-2,4.927056908E-1
2.291689801E0,-3.111472726E-1,1.393834352E-1,2.598762512E-2,3.419294137E-1
2.296599749E0,-1.554024369E-1,4.560822248E-2,8.037281036E-2,1.808032521E-1
2.301510686E0,-1.412411332E-1,2.852737904E-2,6.544876099E-2,1.582605743E-1
2.306422301E0,-1.391060799E-1,4.233402014E-2,2.690219879E-2,1.478729152E-1
2.311333134E0,-8.717614412E-2,4.172134399E-2,4.327869415E-2,1.058933238E-1
2.316243134E0,6.819775328E-3,1.250624657E-2,7.612991333E-2,7.745114100E-2
2.321154020E0,7.093396783E-2,4.725813866E-3,1.253147125E-1,1.440754604E-1
2.326065686E0,9.401284903E-2,-3.640395403E-2,8.148670197E-2,1.296292646E-1
2.330976520E0,1.431669146E-1,-7.980012894E-2,5.463123322E-2,1.727697822E-1
2.335886520E0,1.756249219E-1,-5.190443993E-2,6.122016907E-2,1.930960724E-1
2.340797405E0,9.396001697E-2,-3.154069185E-2,5.824756622E-2,1.149612065E-1
2.345709020E0,-1.148028881E-3,-1.395702362E-2,8.377552032E-2,8.493794373E-2
2.350619853E0,-5.515484512E-2,8.111000061E-4,7.820987701E-2,9.570527512E-2
2.355529853E0,-9.522334486E-2,-1.819485426E-2,2.079935074E-1,2.294773131E-1
2.360440738E0,-1.242621243E-1,-9.084582329E-3,3.390378952E-1,3.612067269E-1
2.365352405E0,-9.501045942E-2,-3.138780594E-2,4.048643112E-1,4.170459115E-1
2.370263238E0,-5.726131052E-2,-3.261029720E-2,3.324165344E-1,3.388849975E-1
2.375173238E0,-1.107372716E-1,-1.755744219E-2,2.486877441E-1,2.727940637E-1
2.380084124E0,-1.308006942E-1,4.467594624E-2,1.798973083E-1,2.268651655E-1
2.384995738E0,-1.014522314E-1,8.484792709E-2,2.493791580E-1,2.822794545E-1
2.389906572E0,-8.536301553E-2,3.916078806E-2,1.972084045E-1,2.184297749E-1
2.394816572E0,-5.390593782E-2,-4.620218277E-2,1.288843155E-1,1.471450258E-1
2.399727457E0,2.771963477E-1,-2.702636123E-1,1.466588974E-1,4.139916273E-1
2.404639124E0,6.757832766E-1,-5.319041610E-1,8.363819122E-2,8.640604263E-1
2.409549957E0,7.999216914E-1,-6.122626662E-1,1.375627518E-1,1.016692577E0
2.414459957E0,8.220521808E-1,-4.584860802E-1,3.169498444E-1,9.931950853E-1
2.419370842E0,9.541260004E-1,-3.625385165E-1,4.331893921E-1,1.108802800E0
2.424282457E0,1.108628273E0,-2.769436240E-1,4.084215164E-1,1.213491884E0
2.429193290E0,1.244216204E0,-2.472113371E-1,3.221158981E-1,1.308795652E0
2.434103290E0,1.307794333E0,-2.303330302E-1,3.338041306E-1,1.369235012E0
2.439014176E0,1.212485194E0,-1.955221295E-1,4.260187149E-1,1.299938920E0
2.443925842E0,1.046227694E0,-1.381839514E-1,6.384630203E-1,1.233418915E0
2.448836676E0,8.698285818E-1,-1.060426831E-1,8.300895691E-1,1.207019265E0
2.453746676E0,7.534831166E-1,-1.013798714E-1,8.823900223E-1,1.164743249E0
2.458657561E0,6.730650663E-1,-1.356656551E-1,7.561712265E-1,1.021379791E0
2.463569176E0,6.076225042E-1,-1.820468307E-1,5.194025040E-1,8.198323715E-1
2.468480061E0,5.861230493E-1,-1.567896605E-1,2.489900589E-1,6.558347932E-1
2.473390009E0,5.347144604E-1,-8.851087093E-2,2.595424652E-2,5.426116026E-1
2.478300895E0,4.818350673E-1,1.594185829E-3,-1.429414749E-1,5.025931145E-1
2.483212561E0,4.156156480E-1,4.739412665E-2,-2.866125107E-1,5.070791865E-1
2.488123395E0,3.959367573E-1,2.106326818E-2,-3.886508942E-1,5.552108560E-1
2.493033395E0,3.728955090E-1,1.619929075E-2,-4.541473389E-1,5.878463090E-1
2.497944280E0,3.843148649E-1,-7.686793804E-3,-4.264202118E-1,5.741003390E-1
2.502855895E0,3.275174499E-1,-6.432712078E-2,-3.869352341E-1,5.110034577E-1
2.507766780E0,1.742324531E-1,-7.509666681E-2,-3.476428986E-1,3.960455050E-1
2.512676728E0,-2.764931321E-2,-3.822523355E-2,-2.088203430E-1,2.140831349E-1
2.517587613E0,-2.351353616E-1,-1.135587692E-2,-8.051204681E-2,2.487966718E-1
2.522499280E0,-4.741318822E-1,-6.657004356E-3,7.771301270E-2,4.805045991E-1
2.527410113E0,-6.995229721E-1,3.021299839E-2,2.560968399E-1,7.455406127E-1
2.532320113E0,-8.950504065E-1,3.913015127E-2,4.568290710E-1,1.005653618E0
2.537230999E0,-1.053925753E0,8.872830868E-2,6.559600830E-1,1.244554473E0
2.542142613E0,-1.105326414E0,1.307789683E-1,8.344879150E-1,1.391121742E0
2.547053499E0,-1.088003397E0,1.245648265E-1,9.426908493E-1,1.444968451E0
2.551963447E0,-1.035768270E0,1.011071801E-1,1.004878998E0,1.446658347E0
2.556874384E0,-8.870890737E-1,6.748300791E-2,1.007170677E0,1.343828022E0
2.561785999E0,-7.160774469E-1,5.925983191E-2,1.016521454E0,1.244827098E0
2.566696832E0,-5.681158900E-1,4.059189558E-2,1.023371696E0,1.171192980E0
2.571606832E0,-4.335387945E-1,4.490554333E-3,1.044364929E0,1.130784753E0
2.576517717E0,-3.454526067E-1,-4.642015696E-2,1.072264671E0,1.127494505E0
2.581429332E0,-2.415204048E-1,-5.522572994E-2,1.085620880E0,1.113532524E0
2.586340217E0,-1.354182959E-1,5.569911003E-2,1.139107704E0,1.148480242E0
2.591250165E0,-2.005118132E-2,1.590423584E-1,1.260838509E0,1.270987910E0
2.596161103E0,5.224275589E-2,2.427440882E-1,1.374250412E0,1.396502128E0
2.601072717E0,1.153049469E-1,2.261236906E-1,1.441403389E0,1.463581526E0
2.605983551E0,1.818144321E-1,1.364911199E-1,1.381966591E0,1.400542028E0
2.610893551E0,1.874815822E-1,1.005291939E-1,1.341836929E0,1.358595528E0
2.615804436E0,1.650497317E-1,1.463446021E-1,1.304280281E0,1.322802029E0
2.620716103E0,1.756935418E-1,2.235130072E-1,1.281183243E0,1.312347815E0
2.625626936E0,1.977769732E-1,2.747963369E-1,1.137102127E0,1.186435841E0
2.630536884E0,1.982711852E-1,2.744159698E-1,9.917535782E-1,1.047945966E0
2.635447822E0,2.106916904E-1,2.086024880E-1,8.688964844E-1,9.180888230E-1
2.640359436E0,1.851941943E-1,1.043739319E-1,7.042608261E-1,7.356453755E-1
2.645270270E0,1.840564609E-1,5.725646019E-2,5.100793839E-1,5.452853022E-1
2.650180270E0,1.832659543E-1,2.926850319E-2,3.507366180E-1,3.968113286E-1
2.655091155E0,1.681965888E-1,-2.201139927E-2,1.405181885E-1,2.202724573E-1
2.660002822E0,1.336067319E-1,-6.705319881E-2,-1.390676498E-1,2.041732145E-1
2.664913655E0,1.076092720E-1,-4.557859898E-2,-3.805255890E-1,3.980664366E-1
2.669823655E0,8.767142892E-2,2.302646637E-3,-6.054897308E-1,6.118082999E-1
2.674734540E0,5.922386050E-2,1.481528282E-1,-6.621074677E-1,6.810602212E-1
2.679646155E0,7.453757524E-2,3.246939182E-1,-5.090456009E-1,6.083661845E-1
2.684556988E0,1.454203427E-1,4.053517580E-1,-3.427715302E-1,5.504084353E-1
2.689466988E0,2.601322532E-1,3.615814447E-1,-1.231060028E-1,4.621309536E-1
2.694377874E0,3.711377680E-1,2.385362983E-1,1.114444733E-1,4.550414037E-1
2.699289540E0,4.527379870E-1,1.069926620E-1,3.511743546E-1,5.828743792E-1
2.704200374E0,5.216963887E-1,6.507158279E-3,5.318851471E-1,7.450579003E-1
2.709110322E0,4.808880091E-1,-3.749412298E-2,5.994281769E-1,7.693979632E-1
2.714021259E0,3.862028718E-1,-4.215520620E-2,5.737171173E-1,6.928788136E-1
2.718932874E0,2.834654748E-1,-1.954138279E-2,4.982566833E-1,5.735802155E-1
2.723843707E0,1.277262866E-1,3.756141663E-2,4.043388367E-1,4.256932689E-1
2.728753707E0,-3.584554791E-2,9.601914883E-2,3.396434784E-1,3.547707325E-1
2.733664592E0,-1.694732308E-1,1.277153492E-1,3.015909195E-1,3.687675001E-1
2.738576259E0,-2.544440031E-1,1.189523339E-1,2.614917755E-1,3.837568985E-1
2.743487092E0,-2.983191907E-1,1.014942527E-1,1.885414124E-1,3.672101402E-1
2.748397092E0,-3.184877634E-1,8.515024185E-2,1.970071793E-1,3.840531836E-1
2.753307978E0,-3.361481130E-1,8.416116238E-2,1.698637009E-1,3.859175197E-1
2.758219592E0,-3.674624562E-1,1.862371564E-1,1.097574234E-1,4.263327657E-1
2.763130426E0,-4.151250124E-1,3.027260900E-1,1.808052063E-1,5.446672232E-1
2.768040426E0,-4.432783425E-1,3.763375282E-1,2.774324417E-1,6.442781882E-1
2.772951311E0,-3.758930862E-1,4.547177851E-1,4.160203934E-1,7.218980843E-1
2.777862978E0,-2.089304328E-1,5.042625666E-1,5.772008896E-1,7.944139530E-1
2.782773811E0,-2.356648445E-3,4.821546078E-1,7.298860550E-1,8.747641241E-1
2.787683759E0,8.178675175E-2,4.266567230E-1,9.144964218E-1,1.012437029E0
2.792594697E0,7.957488298E-2,3.921639919E-1,1.163998604E0,1.230860475E0
2.797506311E0,3.659111261E-2,3.588992059E-1,1.385228157E0,1.431434454E0
2.802417145E0,-1.575279236E-2,3.739242256E-1,1.428805351E0,1.477007857E0
2.807327145E0,-5.579006672E-2,3.510273099E-1,1.422005653E0,1.465753316E0
2.812238030E0,-1.548188627E-1,3.330336809E-1,1.379474640E0,1.427526040E0
2.817149697E0,-2.933900058E-1,2.797996700E-1,1.273043633E0,1.336041033E0
2.822060530E0,-4.120951593E-1,2.654816210E-1,1.122273445E0,1.224663463E0
2.826970478E0,-4.902726710E-1,1.997286081E-1,1.005927086E0,1.136726929E0
2.831881415E0,-5.689162612E-1,1.592572927E-1,7.362031937E-1,9.439405383E-1
2.836793030E0,-6.130220294E-1,8.761709929E-2,5.328874588E-1,8.169711184E-1
2.841703863E0,-6.344470978E-1,1.179873943E-2,1.984024048E-1,6.648502421E-1
2.846613863E0,-6.277242899E-1,-5.537813902E-2,-2.091674805E-1,6.639695455E-1
2.851524749E0,-5.971700549E-1,-7.052016258E-2,-5.776195526E-1,8.338042428E-1
2.856436415E0,-4.998995364E-1,-8.569729328E-2,-8.574085236E-1,9.961892134E-1
2.861347249E0,-4.007697105E-1,-9.337794781E-2,-1.018370628E0,1.098369036E0
2.866257249E0,-2.901958823E-1,-8.640396595E-2,-1.123224258E0,1.163319402E0
2.871168134E0,-1.808784604E-1,-1.154859662E-1,-1.165926933E0,1.185512395E0
2.876079749E0,-4.186701775E-2,-1.729027033E-1,-1.115234375E0,1.129334274E0
2.880990582E0,3.840059042E-2,-2.351028323E-1,-1.004793167E0,1.032645755E0
2.885900582E0,6.430655718E-2,-2.978017330E-1,-8.012437820E-1,8.572122280E-1
2.890811467E0,3.330624104E-2,-3.160794973E-1,-6.075315475E-1,6.856457800E-1
2.895723082E0,-5.920094252E-2,-3.048882484E-1,-4.499664307E-1,5.467461791E-1
2.900633967E0,-1.746027470E-1,-2.838764787E-1,-3.309249878E-1,4.696629876E-1
2.905543915E0,-2.360708117E-1,-2.368199229E-1,-2.575664520E-1,4.220824342E-1
2.910454853E0,-2.868154049E-1,-1.685780287E-1,-1.939611435E-1,3.851007056E-1
2.915366467E0,-3.416678905E-1,-1.270343661E-1,-1.137742996E-1,3.818628928E-1
2.920277301E0,-4.010320306E-1,-1.143382192E-1,-4.089832306E-2,4.190138312E-1
2.925187301E0,-4.219353497E-1,-1.160966158E-1,1.751422882E-2,4.379664505E-1
2.930098186E0,-4.238227010E-1,-1.181362271E-1,9.972858429E-2,4.511403779E-1
2.935009853E0,-3.016450405E-1,-1.229841709E-1,1.363878250E-1,3.531521989E-1
2.939920686E0,-1.727544665E-1,-1.307229996E-1,1.275625229E-1,2.514056594E-1
2.944830634E0,-8.228260279E-2,-1.319825649E-1,9.719085693E-2,1.834008910E-1
2.949741520E0,-8.939570189E-2,-1.309286356E-1,1.019697189E-1,1.884986014E-1
2.954653186E0,-1.418928504E-1,-1.097027063E-1,1.446247101E-1,2.304008931E-1
2.959564020E0,-2.392446995E-1,-6.139129400E-2,1.417274475E-1,2.847693568E-1
2.964474020E0,-3.096403480E-1,-3.842943907E-2,8.414745331E-2,3.231636749E-1
2.969384905E0,-4.028263688E-1,-5.701863766E-2,-2.291774750E-2,4.074867257E-1
2.974296520E0,-4.712247849E-1,-1.023076773E-1,-1.054286957E-1,4.935938295E-1
2.979207353E0,-5.293759108E-1,-7.178360224E-2,-1.208324432E-1,5.477154551E-1
2.984117353E0,-4.806450009E-1,-1.455247402E-3,-1.123657227E-1,4.936069188E-1
2.989028238E0,-3.569256365E-1,7.972496748E-2,-8.260345459E-2,3.749337424E-1
2.993939905E0,-1.748367548E-1,1.407141685E-1,-9.112739563E-2,2.422242149E-1
2.998850738E0,-3.881329298E-2,1.552398801E-1,-5.695247650E-2,1.698513369E-1
3.003760738E0,6.609302759E-2,1.399754286E-1,-2.559757233E-2,1.568969235E-1
3.008671624E0,1.159279346E-1,9.240078926E-2,7.180786133E-2,1.647226786E-1
